country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Investment in the Energy Innovation Programme,Investment in the Energy Innovation Programme,,,GBP,direct_rd,review,0.4,2020_UK.pdf,64,gpt-4o-mini,extract,Amount not specified | no_amount
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for the Energy Innovation Programme,Funding for the Energy Innovation Programme,,,GBP,direct_rd,review,0.4,2020_UK.pdf,66,gpt-4o-mini,extract,Amount not specified | no_amount
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for the Plug-in Car Grant,Funding for the Plug-in Car Grant,403000.0,thousand,GBP,unclear,review,0.2,2020_UK.pdf,66,gpt-4o-mini,extract,
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for the rollout of a fast-charging network for electric vehicles,Funding for the rollout of a fast-charging network for electric vehicles,500000.0,thousand,GBP,unclear,review,0.2,2020_UK.pdf,66,gpt-4o-mini,extract,Funding over the next five years
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for biodiversity conservation in developing nations,Funding for biodiversity conservation in developing nations,220000.0,thousand,GBP,unclear,review,0.2,2020_UK.pdf,67,gpt-4o-mini,extract,
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for evidence on fly-tipping,Funding for evidence on fly-tipping,2000.0,thousand,GBP,unclear,review,0.2,2020_UK.pdf,67,gpt-4o-mini,extract,
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for the Climate Change Levy,Funding for the Climate Change Levy,,,GBP,direct_rd,review,0.4,2020_UK.pdf,67,gpt-4o-mini,extract,Amount not specified | no_amount
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for the Darwin Plus programme,Funding for the Darwin Plus programme,,,GBP,direct_rd,review,0.4,2020_UK.pdf,67,gpt-4o-mini,extract,Amount not specified | no_amount
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for the Natural Environment Impact Fund,Funding for the Natural Environment Impact Fund,,,GBP,direct_rd,review,0.4,2020_UK.pdf,67,gpt-4o-mini,extract,Amount not specified | no_amount
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for the Nature Recovery Network Fund,Funding for the Nature Recovery Network Fund,,,GBP,direct_rd,review,0.4,2020_UK.pdf,67,gpt-4o-mini,extract,Amount not specified | no_amount
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for the Nature for Climate Fund,Funding for the Nature for Climate Fund,640000.0,thousand,GBP,unclear,review,0.2,2020_UK.pdf,67,gpt-4o-mini,extract,
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for the digital waste tracking system,Funding for the digital waste tracking system,2000.0,thousand,GBP,unclear,review,0.2,2020_UK.pdf,67,gpt-4o-mini,extract,
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Research and Development Expenditure Credit: increase rate to 13%,Research and Development Expenditure Credit: increase rate to 13%,,billion,GBP,direct_rd,review,0.4,2020_UK.pdf,69,gpt-4o-mini,extract,This line explicitly mentions R&D expenditure. | no_amount
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,"Delivering investment commitments including on transport, health, justice, education, R&D (capital spending)","Delivering investment commitments including on transport, health, justice, education, R&D (capital spending)",,billion,GBP,rd_adjacent,review,0.4,2020_UK.pdf,70,gpt-4o-mini,extract,This line includes R&D as part of broader investment commitments. | no_amount
UK,2020,line_item,MRC,Medical Research Council,Medical Research Council,,Funding for medical research,Funding for medical research,500000.0,thousand,GBP,science_agency,review,1.0,2020_UK.pdf,70,gpt-4o-mini,extract,
UK,2020,line_item,UKRI,UK Research and Innovation,UK Research and Innovation,,Funding for research councils,Funding for research councils,1000.0,thousand,GBP,science_agency,review,1.0,2020_UK.pdf,70,gpt-4o-mini,extract,
UK,2020,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Industrial Strategy Challenge Fund,Industrial Strategy Challenge Fund,1000.0,thousand,GBP,innovation_instruments,review,1.0,2020_UK.pdf,70,gpt-4o-mini,extract,
UK,2020,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Science budget,Science budget,1000.0,thousand,GBP,science_agency,review,1.0,2020_UK.pdf,70,gpt-4o-mini,extract,
UK,2020,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Strength in Places Fund,Strength in Places Fund,500000.0,thousand,GBP,innovation_instruments,include,1.0,2020_UK.pdf,70,gpt-4o-mini,extract,
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Investment in data sharing through the Artificial Intelligence and Data Grand Challenge,Investment in data sharing through the Artificial Intelligence and Data Grand Challenge,16400.0,thousand,GBP,direct_rd,review,0.9,2020_UK.pdf,78,gpt-4o-mini,extract,
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for the Carbon Capture and Storage Infrastructure Fund,Funding for the Carbon Capture and Storage Infrastructure Fund,800000.0,thousand,GBP,unclear,review,0.2,2020_UK.pdf,84,gpt-4o-mini,extract,
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for the Green Heat Networks Scheme,Funding for the Green Heat Networks Scheme,270000.0,thousand,GBP,unclear,review,0.2,2020_UK.pdf,84,gpt-4o-mini,extract,
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Research to support vulnerable children,Research to support vulnerable children,2500.0,thousand,GBP,direct_rd,include,0.9,2020_UK.pdf,84,gpt-4o-mini,extract,
UK,2020,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Step change in R&D investment,Step change in R&D investment,22000.0,thousand,GBP,direct_rd,review,1.0,2020_UK.pdf,87,gpt-4o-mini,extract,"Investment in science, innovation and technology to £22 billion by 2024-25."
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Animal health science estate,Animal health science estate,1400.0,thousand,GBP,research_infrastructure,include,1.0,2020_UK.pdf,88,gpt-4o-mini,extract,Invest £1.4 billion over 10 years in animal health science infrastructure.
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Defence R&D,Defence R&D,100000.0,thousand,GBP,direct_rd,include,1.0,2020_UK.pdf,88,gpt-4o-mini,extract,Invest an additional £100 million in Defence R&D.
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for world-leading research,Funding for world-leading research,400000.0,thousand,GBP,direct_rd,review,1.0,2020_UK.pdf,88,gpt-4o-mini,extract,"Invest up to £400 million extra in 2020-21 to support world-leading research, infrastructure and equipment."
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Life Sciences Investment Programme,Life Sciences Investment Programme,200000.0,thousand,GBP,innovation_instruments,include,1.0,2020_UK.pdf,88,gpt-4o-mini,extract,Provides £200 million for a new dedicated equity investment programme in life sciences.
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Materials Processing Institute,Materials Processing Institute,22000.0,thousand,GBP,innovation_instruments,review,1.0,2020_UK.pdf,88,gpt-4o-mini,extract,Provide up to £22 million to support research and innovation in the steel and metals sector.
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Mathematics research,Mathematics research,300000.0,thousand,GBP,direct_rd,include,1.0,2020_UK.pdf,88,gpt-4o-mini,extract,"Invest £300 million between 2020-21 and 2024-25 for new PhDs, fellowships and research projects."
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Natural History Museum research facility,Natural History Museum research facility,180000.0,thousand,GBP,research_infrastructure,include,1.0,2020_UK.pdf,88,gpt-4o-mini,extract,Allocates £180 million capital funding for a new research facility.
UK,2021,program_total,BEIS,"Business, Energy and Industrial Strategy","Business, Energy and Industrial Strategy",,Industrial Strategy Challenge Fund,Industrial Strategy Challenge Fund,25300.0,thousand,GBP,innovation_instruments,include,1.0,2021_03_UK.pdf,38,gpt-4o-mini,extract,
UK,2021,line_item,BEIS,"Business, Energy and Industrial Strategy","Business, Energy and Industrial Strategy",,Strength in Places Fund,Strength in Places Fund,5500.0,thousand,GBP,innovation_instruments,include,1.0,2021_03_UK.pdf,38,gpt-4o-mini,extract,
UK,2021,section_total,BEIS,"Business, Energy and Industrial Strategy","Business, Energy and Industrial Strategy",,Total Resource DEL excluding depreciation,Total Resource DEL excluding depreciation,22000.0,thousand,GBP,science_agency,review,1.0,2021_03_UK.pdf,38,gpt-4o-mini,extract,
UK,2021,line_item,BEIS,"Business, Energy and Industrial Strategy","Business, Energy and Industrial Strategy",,Total including COVID-19,Total including COVID-19,27600.0,thousand,GBP,science_agency,review,1.0,2021_03_UK.pdf,38,gpt-4o-mini,extract,
UK,2021,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total budget for R&D,Total budget for R&D,500000.0,thousand,GBP,science_agency,review,1.0,2021_03_UK.pdf,57,gpt-4o-mini,extract,Total budget for R&D activities.
UK,2021,program_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Science budget,Science budget,400000.0,thousand,GBP,direct_rd,review,1.0,2021_03_UK.pdf,62,gpt-4o-mini,extract,Specific allocation for science-related R&D.
UK,2021,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Industrial Strategy Challenge Fund,Industrial Strategy Challenge Fund,200000.0,thousand,GBP,innovation_instruments,include,1.0,2021_03_UK.pdf,63,gpt-4o-mini,extract,Funding for R&D projects under the Industrial Strategy.
UK,2021,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Strength in Places Fund,Strength in Places Fund,100000.0,thousand,GBP,innovation_instruments,include,1.0,2021_03_UK.pdf,63,gpt-4o-mini,extract,Funding aimed at enhancing local R&D capabilities.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,commitment to fund the expansion of vaccine studies,commitment to fund the expansion of vaccine studies,22000.0,thousand,GBP,direct_rd,review,0.9,2021_03_UK.pdf,65,gpt-4o-mini,extract,
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,further investment in clinical-scale mRNA vaccine manufacturing to the Centre for Process Innovation,further investment in clinical-scale mRNA vaccine manufacturing to the Centre for Process Innovation,5000.0,thousand,GBP,direct_rd,review,0.9,2021_03_UK.pdf,65,gpt-4o-mini,extract,
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,investment in UK life sciences to boost Public Health England’s vaccine testing capacity,investment in UK life sciences to boost Public Health England’s vaccine testing capacity,28000.0,thousand,GBP,direct_rd,review,0.9,2021_03_UK.pdf,65,gpt-4o-mini,extract,
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,support for the Aberdeen Energy Transition Zone,support for the Aberdeen Energy Transition Zone,27000.0,thousand,GBP,unclear,review,0.2,2021_03_UK.pdf,68,gpt-4o-mini,extract,subject to business case
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,support for the Global Underwater Hub,support for the Global Underwater Hub,5000.0,thousand,GBP,direct_rd,include,0.9,2021_03_UK.pdf,68,gpt-4o-mini,extract,subject to business case
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,support for the North Sea Transition Deal,support for the North Sea Transition Deal,2000.0,thousand,GBP,unclear,review,0.2,2021_03_UK.pdf,68,gpt-4o-mini,extract,subject to business case
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,support for the development of a hydrogen hub in Holyhead,support for the development of a hydrogen hub in Holyhead,4800.0,thousand,GBP,unclear,review,0.2,2021_03_UK.pdf,68,gpt-4o-mini,extract,subject to business case
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,"Future Fund: Breakthrough – Building on the government’s Future Fund, the government will commit £375 million to introduce Future Fund: Breakthrough, a new direct co-investment product to support the scale up of the most innovative, R&D-intensive businesses.","Future Fund: Breakthrough – Building on the government’s Future Fund, the government will commit £375 million to introduce Future Fund: Breakthrough, a new direct co-investment product to support the scale up of the most innovative, R&D-intensive businesses.",375000.0,thousand,GBP,innovation_instruments,review,0.9,2021_03_UK.pdf,70,gpt-4o-mini,extract,
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,"Energy innovation – In line with the commitment to double spending on energy innovation, the government is announcing support for the development of new solutions to cut carbon emissions and accelerate near-to-market low-carbon energy innovations: a £4 million UK-wide competition for the first phase of a biomass feedstocks programme.","Energy innovation – In line with the commitment to double spending on energy innovation, the government is announcing support for the development of new solutions to cut carbon emissions and accelerate near-to-market low-carbon energy innovations: a £4 million UK-wide competition for the first phase of a biomass feedstocks programme.",4000.0,thousand,GBP,direct_rd,review,0.9,2021_03_UK.pdf,74,gpt-4o-mini,extract,
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,"Energy innovation – In line with the commitment to double spending on energy innovation, the government is announcing support for the development of new solutions to cut carbon emissions and accelerate near-to-market low-carbon energy innovations: a £68 million UK-wide competition to implement several first-of-a-kind energy storage prototypes or technology demonstrators.","Energy innovation – In line with the commitment to double spending on energy innovation, the government is announcing support for the development of new solutions to cut carbon emissions and accelerate near-to-market low-carbon energy innovations: a £68 million UK-wide competition to implement several first-of-a-kind energy storage prototypes or technology demonstrators.",68000.0,thousand,GBP,direct_rd,review,0.9,2021_03_UK.pdf,74,gpt-4o-mini,extract,
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,"Energy innovation – In line with the commitment to double spending on energy innovation, the government is announcing support for the development of new solutions to cut carbon emissions and accelerate near-to-market low-carbon energy innovations: the launch of a £20 million programme to support the development of floating offshore wind technology across the UK.","Energy innovation – In line with the commitment to double spending on energy innovation, the government is announcing support for the development of new solutions to cut carbon emissions and accelerate near-to-market low-carbon energy innovations: the launch of a £20 million programme to support the development of floating offshore wind technology across the UK.",20000.0,thousand,GBP,direct_rd,review,0.9,2021_03_UK.pdf,74,gpt-4o-mini,extract,
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Reforms to R&D tax reliefs,Reforms to R&D tax reliefs,,as_printed,GBP,rd_adjacent,review,0.4,2021_10_UK.pdf,10,gpt-4o-mini,extract,Reforms to better support cutting-edge research methods | no_amount
UK,2021,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,COVID-19 antiviral treatments funding,COVID-19 antiviral treatments funding,33000.0,thousand,GBP,unclear,review,0.2,2021_10_UK.pdf,100,gpt-4o-mini,extract,Funding for deploying COVID-19 antivirals
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,"Funding for Carbon Capture, Usage and Storage (CCUS)","Funding for Carbon Capture, Usage and Storage (CCUS)",1000.0,thousand,GBP,direct_rd,review,0.9,2021_10_UK.pdf,11,gpt-4o-mini,extract,Funding specifically for CCUS technology development.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for advanced nuclear R&D,Funding for advanced nuclear R&D,385000.0,thousand,GBP,direct_rd,review,0.9,2021_10_UK.pdf,11,gpt-4o-mini,extract,Funding specifically for research and development in advanced nuclear technologies.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Future Nuclear Enabling Fund,Future Nuclear Enabling Fund,120000.0,thousand,GBP,direct_rd,include,0.9,2021_10_UK.pdf,11,gpt-4o-mini,extract,Funding aimed at addressing barriers to entry for nuclear projects.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Investment in net zero innovation,Investment in net zero innovation,1500.0,thousand,GBP,direct_rd,review,0.9,2021_10_UK.pdf,11,gpt-4o-mini,extract,Investment specifically for innovation related to net zero.
UK,2021,section_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Total budget for BEIS,Total budget for BEIS,0.0,thousand,GBP,science_agency,review,0.5,2021_10_UK.pdf,11-57,gpt-4o-mini,extract,"Total budget not specified in the text. | Amount 0.000e+00 GBP out of plausible range [1e+04, 1e+11]"
UK,2021,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Capital DEL,Capital DEL,21200.0,thousand,GBP,science_agency,review,1.0,2021_10_UK.pdf,116,gpt-4o-mini,extract,
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for R&D to £14.2bn per annum by 2024-25,Funding for R&D to £14.2bn per annum by 2024-25,14200.0,thousand,GBP,direct_rd,review,1.0,2021_10_UK.pdf,116,gpt-4o-mini,extract,Increase of almost £3 billion compared to 2021-22
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for core Innovate UK programmes increasing to around £1 billion per year by 2024-25,Funding for core Innovate UK programmes increasing to around £1 billion per year by 2024-25,1000.0,thousand,GBP,innovation_instruments,review,1.0,2021_10_UK.pdf,116,gpt-4o-mini,extract,
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Increase core funding for the UK’s world-leading universities and research institutions by £1.1 billion per year by 2024-25,Increase core funding for the UK’s world-leading universities and research institutions by £1.1 billion per year by 2024-25,1100.0,thousand,GBP,higher_education,review,1.0,2021_10_UK.pdf,116,gpt-4o-mini,extract,
UK,2021,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Resource DEL,Resource DEL,2600.0,thousand,GBP,science_agency,review,1.0,2021_10_UK.pdf,116,gpt-4o-mini,extract,
UK,2021,section_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Total DEL,Total DEL,23800.0,thousand,GBP,science_agency,review,1.0,2021_10_UK.pdf,116,gpt-4o-mini,extract,
UK,2021,section_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Total funding for BEIS over the SR21 period,Total funding for BEIS over the SR21 period,15000.0,thousand,GBP,science_agency,review,1.0,2021_10_UK.pdf,118,gpt-4o-mini,extract,Total includes R&D components.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£1 billion Carbon Capture Usage and Storage (CCUS) Infrastructure Fund,£1 billion Carbon Capture Usage and Storage (CCUS) Infrastructure Fund,1000.0,thousand,GBP,direct_rd,review,1.0,2021_10_UK.pdf,118,gpt-4o-mini,extract,Supports CCUS in four industrial clusters.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£1 billion Net Zero Innovation Portfolio,£1 billion Net Zero Innovation Portfolio,1000.0,thousand,GBP,direct_rd,review,1.0,2021_10_UK.pdf,118,gpt-4o-mini,extract,Delivers innovation grants for next-generation technologies.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£240 million Net Zero Hydrogen Fund,£240 million Net Zero Hydrogen Fund,240000.0,thousand,GBP,direct_rd,review,1.0,2021_10_UK.pdf,118,gpt-4o-mini,extract,Supports hydrogen production.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£3.9 billion for energy efficiency improvements,£3.9 billion for energy efficiency improvements,3900.0,thousand,GBP,direct_rd,review,1.0,2021_10_UK.pdf,118,gpt-4o-mini,extract,Supports decarbonisation of the public estate.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£380 million for the UK’s offshore wind sector,£380 million for the UK’s offshore wind sector,380000.0,thousand,GBP,direct_rd,review,1.0,2021_10_UK.pdf,118,gpt-4o-mini,extract,Supports offshore wind target of 40 gigawatts by 2030.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£800 million for the Advanced Research and Invention Agency,£800 million for the Advanced Research and Invention Agency,800000.0,thousand,GBP,direct_rd,review,1.0,2021_10_UK.pdf,118,gpt-4o-mini,extract,Supports groundbreaking discoveries.
UK,2021,line_item,BEIS,"Business, Energy and Industrial Strategy","Business, Energy and Industrial Strategy",,Industrial Strategy Challenge Fund,Industrial Strategy Challenge Fund,,billion,GBP,direct_rd,review,0.4,2021_10_UK.pdf,148,gpt-4o-mini,extract,Amount not specified in the text. | no_amount
UK,2021,line_item,BEIS,"Business, Energy and Industrial Strategy","Business, Energy and Industrial Strategy",,Science budget,Science budget,,billion,GBP,direct_rd,review,0.4,2021_10_UK.pdf,148,gpt-4o-mini,extract,Amount not specified in the text. | no_amount
UK,2021,line_item,BEIS,"Business, Energy and Industrial Strategy","Business, Energy and Industrial Strategy",,Strength in Places Fund,Strength in Places Fund,,billion,GBP,direct_rd,review,0.4,2021_10_UK.pdf,148,gpt-4o-mini,extract,Amount not specified in the text. | no_amount
UK,2021,program_total,BEIS,"Business, Energy and Industrial Strategy","Business, Energy and Industrial Strategy",,Capital DEL,Capital DEL,6100.0,thousand,GBP,science_agency,review,1.0,2021_10_UK.pdf,194,gpt-4o-mini,extract,
UK,2021,program_total,BEIS,"Business, Energy and Industrial Strategy","Business, Energy and Industrial Strategy",,Resource DEL,Resource DEL,2300.0,thousand,GBP,science_agency,review,1.0,2021_10_UK.pdf,194,gpt-4o-mini,extract,
UK,2021,section_total,BEIS,"Business, Energy and Industrial Strategy","Business, Energy and Industrial Strategy",,Total,Total,8400.0,thousand,GBP,science_agency,review,1.0,2021_10_UK.pdf,194,gpt-4o-mini,extract,
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,establish the new Advanced Research and Invention Agency (ARIA),establish the new Advanced Research and Invention Agency (ARIA),800000.0,thousand,GBP,direct_rd,review,1.0,2021_10_UK.pdf,59,gpt-4o-mini,extract,"ARIA will carry out high-risk, high-reward research to support ground-breaking discoveries across the UK."
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,fund an increase to core funding for the UK’s world-leading universities and research institutions,fund an increase to core funding for the UK’s world-leading universities and research institutions,1100.0,thousand,GBP,higher_education,review,1.0,2021_10_UK.pdf,59,gpt-4o-mini,extract,Reaffirming the government’s commitment at SR20 and providing an unprecedented boost for our research base.
UK,2021,section_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Total Capital DEL expenditure on R&D,Total Capital DEL expenditure on R&D,14800.0,thousand,GBP,science_agency,review,1.0,2021_10_UK.pdf,60,gpt-4o-mini,extract,
UK,2021,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,of which: Core Research,of which: Core Research,4800.0,thousand,GBP,direct_rd,review,1.0,2021_10_UK.pdf,60,gpt-4o-mini,extract,Spending Review 2020 multi-year commitment to increase funding for UK Research and Innovation (UKRI) and National Academies core research.
UK,2021,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,of which: EU Programmes Association,of which: EU Programmes Association,1300.0,thousand,GBP,rd_adjacent,review,1.0,2021_10_UK.pdf,60,gpt-4o-mini,extract,"Third-country EU programme (Horizon, Euratom, ITER) participation contributions."
UK,2021,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,of which: Innovate UK,of which: Innovate UK,700000.0,thousand,GBP,innovation_instruments,review,1.0,2021_10_UK.pdf,60,gpt-4o-mini,extract,
UK,2021,section_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,"Total budget for the Department for Business, Energy and Industrial Strategy","Total budget for the Department for Business, Energy and Industrial Strategy",,billion,GBP,science_agency,review,0.4,2021_10_UK.pdf,72,gpt-4o-mini,extract,Total budget not specified in the text. | no_amount
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£180 million to kick-start the development of commercial-scale UK sustainable aviation fuel (SAF) plants,£180 million to kick-start the development of commercial-scale UK sustainable aviation fuel (SAF) plants,180000.0,thousand,GBP,direct_rd,review,0.9,2021_10_UK.pdf,75,gpt-4o-mini,extract,Funding specifically for R&D in sustainable aviation fuel.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£416 million of UK-wide R&D funding for programmes to help commercialise low and zero emission transport technologies,£416 million of UK-wide R&D funding for programmes to help commercialise low and zero emission transport technologies,416000.0,thousand,GBP,direct_rd,review,0.9,2021_10_UK.pdf,75,gpt-4o-mini,extract,Funding specifically for R&D in transport technologies.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£1 billion for the Carbon Capture Usage & Storage (CCUS) Infrastructure Fund,£1 billion for the Carbon Capture Usage & Storage (CCUS) Infrastructure Fund,1000.0,thousand,GBP,direct_rd,review,0.9,2021_10_UK.pdf,76,gpt-4o-mini,extract,Funding specifically for R&D in carbon capture technologies.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£1 billion for the Net Zero Innovation Portfolio,£1 billion for the Net Zero Innovation Portfolio,1000.0,thousand,GBP,direct_rd,review,0.9,2021_10_UK.pdf,76,gpt-4o-mini,extract,Funding specifically for R&D in low-carbon technology innovations.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£240 million for the Net Zero Hydrogen Fund,£240 million for the Net Zero Hydrogen Fund,240000.0,thousand,GBP,direct_rd,review,0.9,2021_10_UK.pdf,76,gpt-4o-mini,extract,Funding specifically for R&D in hydrogen technologies.
