reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end,tax_score,score_band,filter_decision,llm_decision,llm_rationale,activity_lens,defence_scope,source_page_recovered,source_quote_verified,source_match_score
PRT_2017_007,PRT,Portugal,2017,2015.0,,,,,,,,explicit,high,innovation,human_capital,,,public_private,applied,growth_supporting,"The subsidy aims to reduce the financial barriers to training, thereby enhancing the skills of the workforce and improving productivity.",high,Training Subsidy Initiative,,False,implemented,The training subsidy was introduced in August 2015.,high,False,2,"The initiative addresses a significant barrier to skill development in the workforce, with potential positive impacts on productivity and employability.",medium,"Portugal introduced a training subsidy for both employees and job seekers to encourage participation in lifelong learning, covering costs for training hours.","In August 2015, Portugal introduced a training subsidy for both employees and job seekers.",,,1.0,borderline,escalate_to_llm,exclude,"The training subsidy is focused on lifelong learning, not R&D.",,,108.0,"ther countries (Figure2.7; EWCS, 2015). InAugust2015, Portugal introduced a training subsidy forbothemployeesandjobseekers(ChequeFormação).Foremployee",0.692
PRT_2017_008,PRT,Portugal,2017,,,,,,,,,,,innovation,human_capital,,,public_private,applied,growth_supporting,"By improving educational resources and training, the programme enhances the skills of teachers and students, which can lead to better economic outcomes.",high,National Programme for School Success,,False,implemented,The programme is actively providing resources and training to schools.,high,False,2,"The programme represents a significant effort to enhance educational quality and support, which is crucial for long-term economic growth.",medium,"The National Programme for School Success aims to provide additional resources and training to local projects developed by schools in collaboration with municipalities, enhancing educational outcomes.","The National Programme for School Success aims to provide additional resources to local projects developed by schools, in collaboration with municipalities.",,,2.0,borderline,escalate_to_llm,exclude,"The National Programme for School Success focuses on educational outcomes, which is not related to R&D.",,,120.0,"tional Programme for SchoolSuccess,inordertoprovideadditionalresources(morehumanresources,aswellas teachers’ and principals’ on-job training) to local projects developed by schools, in collaborationwithmunicipalities.",0.743
PRT_2017_009,PRT,Portugal,2017,,,,,,,,,,,innovation,human_capital,,,public,commercialization,growth_supporting,"By facilitating re-enrolment in tertiary education, the programme aims to enhance the skill level of the workforce, which can contribute to economic growth.",high,Retomar Programme,,False,implemented,The programme is currently providing financial support to eligible students.,high,False,2,"The programme addresses a critical barrier to education access, which is essential for improving human capital in the economy.",medium,A specific programme called 'Retomar' has been launched to provide financial support to students who have abandoned their studies and wish to re-enrol in tertiary education.,A specific programme called 'Retomar' has been launched to provide financial support to those who have abandoned their studies and wish to re-enrol in tertiary education.,,,2.0,borderline,escalate_to_llm,exclude,"The 'Retomar' programme provides financial support for students re-enrolling in education, which is not related to R&D.",,,121.0,"erreiraandFernandes,2015;Baptista,2015).A specificprogrammecall“Retomar”hasbeenlaunchedinordertoprovidefinancialsupport tothosewhohaveabandonedtheirstudiesandwishtore-enrolintertiaryeducation. Thestrongmarksofstudents’socio-economicbackg",0.703
PRT_2019_003,PRT,Portugal,2019,2027.0,2019.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,applied,growth_supporting,"Promoting innovation and training in tourism is expected to enhance productivity and competitiveness, contributing positively to economic growth.",high,Tourism Strategy 2027,,False,announced,The strategy outlines long-term vision and targets for the tourism sector.,high,True,3,"The strategy represents a comprehensive approach to enhancing the tourism sector, which is vital for Portugal's economy, aiming for significant structural changes.",high,"As part of the government's Tourism Strategy 2027, diversification, innovation, and training in the tourism sector have been identified as major priorities to enhance the sector's competitiveness and sustainability.","As part of the government’s Tourism Strategy 2027, diversification, innovation and training in the tourism sector have been identified as some of the major priorities.",71.0,71.0,2.0,borderline,escalate_to_llm,exclude,The focus on tourism sector priorities is incidental to broader innovation and training goals.,,,71.0,"at some of the recent boom in tourism could be unwound. As part of the government’s Tourism Strategy 2027, diversification, innovation and training in the tourism sector have been identified as some of the major priorities. The strat",0.835
PRT_2019_004,PRT,Portugal,2019,2016.0,2016.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public,adoption,growth_supporting,"By streamlining administrative processes, the programme is expected to lower compliance costs for businesses, thereby enhancing productivity and economic growth.",high,Simplex+ Programme,,False,implemented,The ongoing implementation of the Simplex+ programme has aimed at reducing the administrative burden on firms.,high,True,3,"The programme represents a significant overhaul of public service delivery, aiming to fundamentally improve the interaction between businesses and government.",high,"The Simplex+ programme was launched to create new online public services and reduce bureaucratic burdens on businesses, aiming to enhance the efficiency of public administration.","Launched in 2016, Simplex+ was a national simplification programme launched to create new online public services, optimise existing ones and de-bureaucratise the relationship between public institutions and civil society.",78.0,78.0,2.0,borderline,escalate_to_llm,exclude,"The Simplex+ programme focuses on public administration efficiency, not R&D.",,,78.0,"additional reform priorities. Box 1.3. Portugal’s Simplex+ Programme Launched in 2016, Simplex+ was a national simplification programme launched to create new online public services, optimise existing ones and de-bureaucratise the relationship between public institutions and civil society. Similar to an ear",0.834
PRT_2019_006,PRT,Portugal,2019,2016.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,commercialization,growth_supporting,"By improving access to finance, the programme supports the growth of innovative firms, enhancing their capacity to invest in R&D and expand operations.",high,Capitalizar Programme,,False,implemented,The programme has been operational since its launch in 2016.,high,True,3,"The Capitalizar programme represents a significant structural change in the financing landscape for SMEs, crucial for fostering innovation and economic growth.",high,"The Capitalizar programme was launched to improve financing conditions for SMEs and enhance the capitalisation of companies, introducing new credit lines amounting to 15.8 billion euro.",The Capitalizar programme was launched in 2016 with the specific aims of improving financing conditions for SMEs and the capitalisation of companies more broadly.,,,2.0,borderline,escalate_to_llm,exclude,"The Capitalizar programme is aimed at improving financing conditions for SMEs, not specifically R&D.",,,85.0,"umbrella of the Capitalizar programme, which was launched in 2016 with the specific aims of improving financing conditions for SMEs and the capitalisation of companies more broadly. Measures include the introduction of new cre",0.835
PRT_2021_001,PRT,Portugal,2021,2021.0,2021.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,private,adoption,growth_supporting,"Enhances the capacity of small firms to adopt digital tools, which can lead to increased productivity and competitiveness.",high,Recovery and Resilience Plan,Digital Transition Support for SMEs,True,implemented,The Recovery and Resilience Plan includes a range of programmes to support the digital transition in SMEs.,high,False,2,"The initiative is significant as it targets a critical area for small businesses, aiming to improve their digital capabilities and overall resilience.",medium,"Portugal's Recovery and Resilience Plan includes measures to support the digital transition in SMEs, addressing the lack of awareness and expertise in digital technologies that undermines the adoption of digital tools.",The Recovery and Resilience Plan includes a range of programmes to support the digital transition in SMEs.,108.0,108.0,2.0,borderline,escalate_to_llm,exclude,"The focus is on digital transition in SMEs, which is incidental to broader economic recovery efforts.",,,108.0,on of their impact. for SMEs. The Recovery and Resilience Plan includes a range of programmes to support the digital transition in SMEs. Many business managers of sma,0.779
PRT_2021_006,PRT,Portugal,2021,2021.0,2021.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,adoption,growth_supporting,"The plan aims to sustain the tourism sector, which is crucial for economic recovery, thereby supporting job creation and overall economic activity.",high,2021 Tourism Reactivation Plan,,False,implemented,The government launched a EUR 6 billion plan to reactivate tourism.,high,True,3,"This substantial investment represents a significant commitment to revitalizing a key sector of the economy, which has been severely impacted by the pandemic.",high,"The government launched a EUR 6 billion plan to reactivate tourism in May 2021, aimed at protecting companies and jobs in the sector to ensure they can operate after the lifting of containment measures.",The government launched a EUR 6 billion plan to reactivate tourism in May 2021.,27.0,27.0,2.0,borderline,escalate_to_llm,exclude,"The EUR 6 billion plan is aimed at reactivating tourism, which does not focus on R&D.",,,27.0,"ism can help to achieve these objectives. In this respect, the government launched a EUR 6 billion plan to reactivate tourism in May 2021.",0.725
PRT_2021_008,PRT,Portugal,2021,,2021.0,explicit,high,,,,,,,innovation,sectoral_rd,,,public,applied,growth_supporting,"Investing in energy-efficient technologies is expected to enhance productivity and contribute to sustainability goals, fostering economic growth.",high,Recovery and Resilience Plan,Energy Efficiency Technologies,True,announced,"The plan includes measures related to the climate transition, focusing on research and innovation.",high,False,2,"This reform is significant as it targets the development of efficient technologies, which is essential for addressing climate challenges and enhancing economic resilience.",medium,"The Recovery and Resilience Plan includes measures to stimulate research, innovation, and the application of more efficient technologies to promote better use of energy resources.",Measures related to the climate transition... intend to promote better use of energy resources and enhance the development of economic sectors around the production of renewable energies.,34.0,34.0,2.5,borderline,escalate_to_llm,exclude,"The measures focus on promoting better use of energy resources, which is not specifically R&D.",,,34.0,"stimulation of research, innovation and application of more efficient technologies, intend to promote better use of energy resources and enhance the development of economic sectors around the production of renewable energies. They should contribute to achievin",0.67
PRT_2026_004,PRT,Portugal,2026,2023.0,2023.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,Improving working conditions and reducing labour market segmentation is expected to enhance productivity and support economic growth.,high,Decent Work Agenda,,False,implemented,The Decent Work Agenda was launched in 2023 and includes various measures that have been implemented.,high,True,3,The Decent Work Agenda represents a major reform in labour policy aimed at improving working conditions.,high,"Portugal's government launched the Decent Work Agenda in 2023, which includes measures to improve working conditions and reduce labour market segmentation, particularly for vulnerable groups.","The Portuguese Government launched in 2023 a Decent Work Agenda (Agenda do Trabalho Digno), containing around 70 measures to improve working conditions.",72.0,72.0,2.0,borderline,escalate_to_llm,exclude,"The Decent Work Agenda focuses on improving working conditions, which is not related to R&D.",,,72.0,"23 decent work agenda The Portuguese Government launched in 2023 a Decent Work Agenda (Agenda do Trabalho Digno), containing around 70 measures to improve working conditions. The main measures aim at continuing t",0.835
PRT_2026_007,PRT,Portugal,2026,2026.0,2024.0,explicit,high,,,,,explicit,high,innovation,sectoral_rd,,,public,applied,growth_supporting,The significant funding for housing is expected to improve living conditions and stimulate economic activity in the construction sector.,high,Housing Support through RRP,Social Housing Initiative,False,announced,The funding is part of the Recovery and Resilience Plan and is expected to be implemented by 2026.,medium,True,3,"The RRP funding represents a major investment in housing, addressing a critical societal need.",high,"Portugal's Recovery and Resilience Plan (RRP) funding of over EUR 1.2 billion is expected to provide housing for around 26,000 households by 2026 through construction and purchasing and renovating existing dwellings.","Recovery and Resilience Plan (RRP) funding of over EUR 1.2 billion is expected to provide housing for around 26,000 households by 2026 through construction and purchasing and renovating existing dwellings.",131.0,131.0,2.0,borderline,escalate_to_llm,exclude,The reform focuses on housing provision rather than R&D or innovation activities.,,,131.0,"nly about 0.1% of GDP on social housing (Figure 4.23). Recovery and Resilience Plan (RRP) funding of over EUR 1.2 billion is expected to provide housing for around 26,000 households by 2026 through construction and purchasing and renovating existing dwellings (European Commission, 2024",0.829
SVK_2002_001,SVK,Slovak Republic,2002,2002.0,,,,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Improving education and training systems is expected to enhance the skills of the workforce, leading to increased productivity and economic growth.",high,Human Capital Development,Education System Reform,False,implemented,The reforms have been successfully put into practice as part of the National Employment Plan and the National Programme for Upbringing and Education.,high,True,3,The reforms represent a significant structural change aimed at addressing critical barriers to economic progress through human capital development.,high,"The Slovak Republic aims to enhance the educational system and improve the quality of education and training programs to address the lack of highly qualified human capital. This includes increasing resources for education, upgrading skills, and enhancing vocational training to boost employability and raise educational attainment.",The government submitted to Parliament a programme in 2001 – The National Programme for Upbringing and Education – setting out a strategy for improving the quality of the education and training systems.,109.0,109.0,2.0,borderline,escalate_to_llm,exclude,"Focuses on improving the educational system and vocational training, not directly related to R&D.",,,109.0,"ion to these quan- titative targets, the government submitted to Parliament a programme in2001 – The National Programme for Upbringing and Education– setting out a strategy for improv- ing the quality of the education and training systems. The main objectives of the programme",0.829
SVK_2004_003,SVK,Slovak Republic,2004,2003.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,public,unknown,growth_supporting,Improved fiscal planning and transparency can lead to better allocation of resources and more effective public investment.,high,Fiscal Reform Package,Medium-Term Budget Framework,True,implemented,The framework has been established and is currently in use.,high,True,3,The establishment of a medium-term budget framework represents a significant change in fiscal policy.,high,"In 2003, the Slovak Republic initiated a major reform to establish a medium-term budget framework, aiming to project government revenues and expenditures over a three-year period, thereby enhancing fiscal transparency and planning.","The government then announced a major initiative in 2003, promising to submit a three-year budget framework to Parliament together with the 2005 budget act.",77.0,77.0,1.0,borderline,escalate_to_llm,exclude,"The reform is about fiscal transparency and planning, not R&D or innovation.",,,77.0,"5-accruals bases. The government then announced a major initiative in2003, promising to submit a three-year budget framework to Parliament together with the2005 bud- get act. The FPI was given the responsibility for pr",0.824
SVK_2005_006,SVK,Slovak Republic,2005,,2005.0,explicit,high,,,,,,,innovation,innovation_instruments,,,private,applied,growth_supporting,"By reducing tax burdens, the reform aims to stimulate investment and innovation in small firms, thereby enhancing overall economic growth.",high,2005 Innovation and Growth Initiative,Capital Gains Tax Reform,False,announced,The proposal to abolish or modify the capital gains tax was discussed as part of the government's strategy to improve conditions for innovation.,high,False,2,"This reform represents a significant change in tax policy aimed at fostering innovation, particularly among small firms, which are crucial for economic dynamism.",medium,"The Slovak government proposed abolishing or applying capital gains tax only to windfall gains to encourage investment from retained earnings, which would enhance innovation activity among small domestic firms.","First, the capital gains tax should be abolished or applied only to windfall capital gains, so as not to discourage investment from retained earnings.",105.0,105.0,2.0,borderline,escalate_to_llm,exclude,The focus on capital gains tax is incidental to broader innovation activity and does not directly fund R&D.,,,105.0,"priority areas. First, the capital gains tax should be abolished or applied only to windfall capital gains, so as not to discourage investment from retained earnings. Second, as discussed in more detail below,",0.833
SVK_2005_007,SVK,Slovak Republic,2005,,2005.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,unknown,growth_supporting,"By streamlining regulations, the reform is expected to lower barriers for businesses, encouraging innovation and new enterprise formation.",high,2005 Business Environment Improvement Plan,Administrative Burden Reduction,False,announced,The government has made significant progress in recent years to reduce unnecessary administrative burdens on businesses.,high,False,2,This reform is significant as it addresses systemic issues in the regulatory environment that can hinder innovation and business growth.,medium,"The Slovak government aims to enhance the business environment by reducing administrative burdens and improving regulations, which is expected to foster innovation and growth.",The Slovak government has made very significant progress in recent years to reduce unnecessary administrative burdens on businesses and to enhance competition in product markets.,17.0,17.0,2.0,borderline,escalate_to_llm,exclude,"The reform focuses on reducing administrative burdens, which is incidental to fostering innovation and growth.",,,17.0,"ticularly the judicial system The Slovak government has made very significant progress in recent years to reduce unnecessary administrative burdens on businesses and to enhance competition in product markets. In addition, the comprehensive 2004tax r",0.834
SVK_2005_010,SVK,Slovak Republic,2005,,2005.0,explicit,high,,,,,,,innovation,human_capital,startup_ecosystem,,public_private,applied,growth_supporting,Enhancing human capital and access to finance is expected to stimulate innovation and economic growth by improving the capabilities of the workforce and supporting the establishment of new firms.,high,Lisbon Strategy for Slovakia,,False,announced,The authorities have stated their willingness to address these issues with the new strategy.,high,True,3,"This strategy represents a significant shift in policy focus towards enhancing human capital and innovation, which are critical for long-term economic growth and competitiveness.",high,"The Slovak authorities have initiated a new 'Lisbon Strategy for Slovakia' aimed at improving human capital and education, facilitating innovative firms' access to equity finance, and developing information technology infrastructures.","The authorities have stated their willingness to address these issues, in particular with a new 'Lisbon Strategy for Slovakia' which aims to improve human capital and education, facilitate innovative firms’ access to equity finance, develop information technology infrastructures, and improve the general business environment.",42.0,42.0,2.0,borderline,escalate_to_llm,exclude,"The primary focus is on improving human capital and education, which does not directly relate to R&D funding or innovation instruments.",,,42.0,"ling of their managers and workers. The authorities have stated their willingness to address these issues, in particular with a new “Lisbon Strategy for Slovakia” which aims to improve human capital and education, facilitate innovative firms’ access to equity finance, develop information technology infrastructures, and improve the general business environment (Chapter4). The required legislative and regulatory reforms and their actual implementation is",0.829
SVK_2005_013,SVK,Slovak Republic,2005,,,,,,,,,,,innovation,human_capital,,,public,applied,growth_supporting,"By increasing competition and quality in higher education, the reform is expected to enhance the skills of the workforce, which is vital for innovation.",high,Higher Education Reform Initiative,,False,announced,It was hoped that the Tertiary Funding Bill would increase student demands for quality improvements.,high,True,3,"This reform is a major initiative aimed at transforming the higher education landscape, which is crucial for developing human capital and fostering innovation.",high,The Slovak government plans to facilitate the entry of new high-quality tertiary institutions to improve education outcomes and promote competition in the higher education sector.,"Another way is to raise students’ expectations. It was hoped that the Tertiary Funding Bill, by permitting the introduction of partial tuition fees, would increase student demands for quality improvements.",97.0,97.0,2.0,borderline,escalate_to_llm,exclude,"The focus is on improving education outcomes and competition in higher education, which is not directly related to R&D.",,,97.0,"by permitting the entry of new high quality tertiary institutions. Another way is to raise students’ expectations. It was hoped that the Tertiary Funding Bill, by permitting the introduction of partial tuition fees, would increase student demands for quality improvements. However, tensi",0.833
SVK_2005_014,SVK,Slovak Republic,2005,2005.0,2005.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public,unknown,growth_supporting,"By enhancing budget transparency and accountability, this reform aims to improve the efficiency of public spending, which can lead to better resource allocation and support economic growth.",high,Public Finance Management Reform Strategy,Results-oriented budgeting,True,implemented,The government has decided to give a new impulse to results-oriented budgeting.,high,False,2,"This reform represents a significant shift towards a more strategic approach in public finance management, which can enhance the effectiveness of public services and resource allocation.",medium,"Slovakia has been trying to introduce results-oriented budgeting since 2002 to subject public activities to explicit objectives, cost transparency, and performance tests, aiming to use the budget as a strategic resource allocation instrument.",The introduction of results-oriented budgeting in which the budget process is centred around well-defined and measurable goals will play a crucial role.,138.0,138.0,1.0,borderline,escalate_to_llm,exclude,"Results-oriented budgeting is about resource allocation, not directly related to R&D or innovation.",,,133.0,or the money spent. The introduction of results-oriented budgeting in which the budget process is centred around well-defined and measurable goals will play a crucial role”.25 The2003National Report on Economic R,0.835
SVK_2005_015,SVK,Slovak Republic,2005,,,,,,,,,,,innovation,innovation_instruments,,,public,adoption,growth_supporting,"By introducing market mechanisms, the initiative aims to improve service delivery and reduce excess demand, which can lead to better resource allocation and efficiency.",high,Public Service Market Mechanisms Initiative,,False,announced,Slovakia has begun to introduce market mechanisms to make these services more effective and more cost-efficient.,high,False,2,"This reform represents a significant shift towards market-oriented approaches in public service delivery, which could enhance efficiency and accountability.",medium,"Slovakia is introducing market mechanisms in publicly-funded services, including user fees and competitive provision, to enhance efficiency and accountability in sectors like education and health.",Slovakia has begun to introduce market mechanisms to make these services more effective and more cost-efficient.,137.0,137.0,1.0,borderline,escalate_to_llm,exclude,The introduction of market mechanisms in publicly-funded services does not pertain to R&D funding or innovation instruments.,,,137.0,"dised prices. Like all other OECD countries but with a time lag, Slovakia has begun to introduce market mechanisms to make these services more effective and more cost-effic",0.789
SVK_2005_017,SVK,Slovak Republic,2005,,,,,,,,,,,innovation,innovation_instruments,,,public,adoption,growth_supporting,"Introducing student fees could enhance funding for universities and stimulate competition, leading to improved educational quality and innovation in teaching methods.",high,Tertiary Education Reform Initiative,,False,announced,"It is disappointing that the Government’s efforts to introduce student fees failed twice in Parliament, in 2004 and 2005.",high,False,2,This reform is significant as it addresses funding challenges in higher education and aims to enhance competition and quality in the sector.,medium,The government is exploring the introduction of student fees in tertiary education to improve capacity and encourage competition among educational institutions.,It is disappointing that the Government’s efforts to introduce student fees (even when backed by the sweetener of generous student grants) failed twice in Parliament.,138.0,138.0,2.0,borderline,escalate_to_llm,exclude,"The reform focuses on student fees in tertiary education, which is not directly related to R&D funding or innovation.",,,138.0,"d enrolment and diffuse new teaching techniques. It is disappointing that the Government’s efforts to introduce student fees (even when backed by the sweetener of generous student grants) failed twice in Parliament, in2004 and2005.",0.834
SVK_2010_005,SVK,Slovak Republic,2010,2004.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,public,commercialization,growth_supporting,"The subsidies enhance the financial viability of starting new businesses, thereby promoting entrepreneurship and job creation.",high,Self-Employment Support Initiative,Start-up Subsidies,False,implemented,"The number of supported new self-employed persons reached more than 12,000 in 2009.",high,False,2,"The reform significantly increased the number of self-employed individuals, contributing to the labor market's flexibility and resilience during economic downturns.",medium,"Start-up subsidies were introduced in Slovakia in 2004 to encourage self-employment among job seekers, with conditions relaxed during the crisis to allow school graduates to apply immediately upon registering at the labor office.","Start-up subsidies provided by the labour office increase the financial attractiveness of self-employment, at least in the first years.",29.0,29.0,1.0,borderline,escalate_to_llm,exclude,"Focuses on self-employment subsidies, not directly related to R&D or innovation.",,,29.0,"benefit generosity was reduced. Fourth, start-up subsidies provided by the labour office increase the financial attractiveness of self-employment, at least in the first years. In Slovakia, such",0.818
SVK_2010_009,SVK,Slovak Republic,2010,2006.0,2005.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,adoption,growth_supporting,"The feed-in tariffs provide financial incentives for the adoption of renewable energy technologies, which can lead to increased investment and innovation in the energy sector.",high,Renewable Energy Development Initiative,Feed-in Tariffs for RES,False,implemented,The feed-in tariffs were introduced in January 2006 and have been in effect since then.,high,True,3,"The introduction of feed-in tariffs represents a significant policy shift towards supporting renewable energy, which is crucial for meeting EU commitments and fostering innovation in the energy sector.",high,"Slovakia introduced feed-in tariffs for electricity production from renewable energy sources (RES) to encourage investment in clean energy technologies. These tariffs guarantee a fixed price for electricity produced from RES for 15 years, promoting the development of biomass and solar energy production.",Feed-in tariffs for electricity production from RES and from high-efficiency cogeneration were introduced in the electricity sector in January 2006.,83.0,83.0,0.5,borderline,escalate_to_llm,exclude,"The primary purpose is to encourage investment in clean energy technologies through feed-in tariffs, which does not directly relate to R&D funding.",,,83.0,otably: ● Feed-in tariffs for electricity production from RES and from high-efficiency cogeneration (combined production of electricity and heat) were introduced in the electricity sector in January2006and re,0.82
SVK_2010_010,SVK,Slovak Republic,2010,2009.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"Subsidies for renewable energy projects stimulate investment and innovation in clean energy technologies, contributing to sustainable economic growth.",high,Renewable Energy Development Initiative,Subsidies for Biomass and Solar Energy,True,implemented,The Slovak government has been allocating subsidies to develop biomass and solar energy production since 2009.,high,False,2,The increase in subsidies for renewable energy sources is a significant step towards enhancing the country's energy sustainability and innovation capacity.,medium,"The Slovak government has increased the use of subsidies to foster the development of renewable energy sources, including biomass and solar energy production, as part of its commitment to EU directives.",Slovakia has been allocating subsidies to develop biomass and solar energy production since 2009.,83.0,83.0,1.5,borderline,escalate_to_llm,exclude,"The focus is on subsidies for renewable energy sources, which does not directly relate to R&D funding.",,,83.0,l their production to energy distributors. ● Slovakia has been allocating subsidies to develop biomass and solar energy production since2009. The Programme f,0.756
SVK_2010_014,SVK,Slovak Republic,2010,,,,,,,,,,,innovation,innovation_instruments,,,public_private,commercialization,growth_supporting,"By increasing the volume of credit available to SMEs, the initiative supports innovation and entrepreneurship, which can lead to economic growth.",high,JEREMIE Initiative,,False,implemented,The project consists of providing guarantees for loans and venture capital finance to SMEs.,high,False,2,"The initiative represents a significant effort to enhance financial support for SMEs, which is crucial for fostering innovation in the economy.",medium,"Slovakia participates in the JEREMIE initiative, aimed at improving access to finance for SMEs in less developed regions of the EU by providing guarantees for loans and venture capital finance.","Slovakia participates in the Joint European Resources for Micro to Medium Enterprises (JEREMIE) initiative, a European programme to improve access to finance for SMEs in the less developed regions of the EU.",96.0,96.0,2.0,borderline,escalate_to_llm,exclude,"The reform aims to improve access to finance for SMEs, which is not directly related to R&D.",,,96.0,"s are not allowed to invest in private equity and venture capital. Slovakia participates in the Joint European Resources for Micro to Medium Enterprises (JEREMIE) initiative, a European programme to improve access to finance for SMEs in the less developed regions of theEU. The project con",0.831
SVK_2010_017,SVK,Slovak Republic,2010,,,,,,,,,,,innovation,research_infrastructure,,,public,adoption,growth_supporting,Improving broadband access enhances communication efficiency and supports innovation across sectors.,high,Broadband Development Initiative,,False,announced,Slovakia intends to better target public funding.,medium,False,2,This initiative addresses a significant infrastructure gap that can facilitate broader access to technology and innovation.,medium,Slovakia intends to better target public funding on isolated areas not served by private operators to promote greater broadband deployment and develop access to broadband infrastructure.,Slovakia intends to better target the public funding on isolated areas not served by private operators.,,,2.0,borderline,escalate_to_llm,exclude,"The focus is on broadband deployment, which does not pertain to R&D.",,,101.0,"ent and develop access to broadband infrastructure, Slovakia intends to better target the public funding on isolated areas not served by private operators. Slovaki",0.774
SVK_2012_002,SVK,Slovak Republic,2012,2007.0,,,,2009.0,explicit,high,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Enhancing lifelong learning opportunities is expected to improve the skill set of the workforce, thereby increasing productivity and adaptability in the labor market.",high,Lifelong Learning Strategy,,False,implemented,The Act on lifelong learning adopted in 2009 set a new regulatory framework.,high,True,3,"This reform represents a significant structural change in the approach to education and training, aiming to enhance the skills of the workforce and address labor market needs.",high,"The Slovak government approved the Lifelong Learning and Lifelong Guidance Strategy in 2007, establishing a regulatory framework for continuing education and the recognition of non-formal education.","The Act on lifelong learning adopted in 2009 set a new regulatory framework for continuing education, for the accreditation and the assessment of training programmes.",,,2.0,borderline,escalate_to_llm,exclude,"The reform focuses on establishing a regulatory framework for continuing education, which is not directly related to R&D.",,,105.0,"ngGuidanceStrategy in2007.TheActonlifelonglearningadoptedin2009setanewregulatoryframeworkfor continuingeducation,fortheaccreditationandtheassessmentoftrainingprogrammesas well as the basis for the recognition of non formal education",0.714
SVK_2017_001,SVK,Slovak Republic,2017,2017.0,,,,2017.0,explicit,high,,explicit,high,innovation,startup_ecosystem,,,public_private,unknown,growth_supporting,Enhancing the innovative capacity of SMEs is expected to raise productivity and contribute positively to economic growth.,high,SME Support Reform,SME Support Legislation,True,implemented,The legislation has entered into force.,high,False,2,"The reform significantly improves the support framework for SMEs, which is crucial for innovation.",medium,"New legislation promoting better structured and simpler SME support schemes, including for administrative procedures, entered into force in 2017 to enhance the innovative capacity of SMEs in Slovakia.","New legislation promoting better structured and simpler SME support schemes, including for administrative procedures, entered into force in 2017.",,,1.0,borderline,escalate_to_llm,exclude,The reform focuses on improving SME support schemes without a direct emphasis on R&D or innovation funding.,,,36.0,"Es(Saiaetal.,2015).Newlegislationpromotingbetterstructuredandsimpler SME support schemes, including for administrative procedures, entered into force in 2017 (EC, 2017).This move is welcome, as long as it",0.794
SVK_2022_001,SVK,Slovak Republic,2022,,,,,,,,,,,other,other,,,public,unknown,growth_supporting,"By improving fiscal sustainability, the reform can help maintain economic stability and support long-term growth.",medium,Fiscal Framework Enhancement,Multi-annual Expenditure Ceilings,False,announced,"The government plans several reforms to enhance the fiscal framework, including the introduction of multi-annual expenditure ceilings.",high,False,2,"The introduction of expenditure ceilings is a significant reform aimed at improving fiscal discipline and sustainability, which is crucial for long-term economic health.",medium,The government plans to introduce multi-annual expenditure ceilings to improve fiscal sustainability and enhance compliance with budgetary planning processes.,The planned introduction of spending limits is welcome as expenditure rules tend to improve fiscal sustainability.,,,2.0,borderline,escalate_to_llm,exclude,"The reform focuses on fiscal sustainability and budgetary planning, with no direct link to R&D.",,,34.0,l sustainability indicators (Box 1.4). The planned introduction of spending limits is welcome as expenditure rules tend to improve fiscal sustainability and have higher compl,0.785
