reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end,tax_score,score_band,filter_decision,llm_decision,llm_rationale,activity_lens,defence_scope,source_page_recovered,source_quote_verified,source_match_score,year_flag
NOR_2004_001,NOR,Norway,2004,2005.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,Increasing R&D spending is expected to enhance innovation and productivity.,high,R&D Spending Increase,,False,announced,The objective was set by the government but has not yet been implemented.,high,True,3,This reform represents a significant policy change aimed at increasing national R&D investment.,high,"The Norwegian government has set an objective to increase R&D spending to match the OECD average by 2005, which would require a significant increase in current R&D spending levels.","Recognising the importance of R&D in the economy’s growth performance, the government has formulated an objective of reaching the average OECD spending share on R&D by 2005.",115.0,115.0,3.0,keep,keep_rule_based,include,"The government aims to increase R&D spending to match the OECD average, indicating a direct focus on R&D funding.",K4,,115.0,"e3.2, panels A and B). Recognising the importance of R&D in the economy’s growth performance, the government has formulated an objective of reaching the average OECD spending share on R&D by 2005 (implying something like a doubling of the cur",0.829,ok
NOR_2007_001,NOR,Norway,2007,2007.0,,,,,,,,explicit,high,innovation,rd_funding,,,public_private,applied,growth_supporting,"Increased public funding for R&D is expected to stimulate private sector investment in innovation, leading to enhanced productivity and economic growth.",high,2007 Innovation Support Initiative,,False,implemented,The government has set ambitious goals to promote innovation and has allocated public support to innovation through various schemes.,high,True,3,"This reform represents a significant shift in the government's approach to fostering innovation, with potential long-term impacts on the economy through increased R&D spending.",high,"The government aims to promote innovation by increasing public financial support for R&D, particularly in the private sector, while ensuring that the allocation of funds is efficient and generates additional research activities.","The government has set ambitious goals to promote innovation, hoping to raise the rate of R&D spending, especially in the private sector.",15.0,15.0,11.5,keep,keep_rule_based,include,"The government aims to promote innovation by increasing public financial support for R&D, particularly in the private sector.",K4,,15.0,"upport to innovation should be applied carefully The government has set ambitious goals to promote innovation, hoping to raise the rate of R&D spending, especially in the private sector. It should",0.82,ok
NOR_2007_003,NOR,Norway,2007,,2007.0,explicit,high,,,,,,,innovation,knowledge_transfer,,,public_private,commercialization,growth_supporting,Enhancing collaboration between public research and private firms can lead to increased innovation and commercialization of research outputs.,high,2007 Knowledge Transfer Initiative,Strengthening Private-Public Links,True,announced,The need for additional mechanisms to facilitate commercialization was highlighted.,high,False,2,"This reform represents a significant step towards improving the commercialization of research, which is crucial for enhancing innovation in the economy.",medium,"The public research sector aims to strengthen private-public research links, which may require new mechanisms to facilitate the commercialization of university innovations, including allowing public-sector employees to work in the private sector without financial risks.","Private-public research links should be strengthened further, which could require additional mechanisms facilitating the commercialisation of university innovations.",15.0,15.0,6.5,keep,keep_rule_based,include,The aim to strengthen private-public research links involves mechanisms for the commercialization of university innovations.,K6,,15.0,"ad a mission in knowledge transfers, but private-public research links should be strengthened further, which could require additional mechanisms facilitating the commercialisation of university innovations, such as allowing public",0.83,ok
NOR_2007_004,NOR,Norway,2007,,2007.0,explicit,high,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,"By focusing R&D funding on innovation rather than regional policy, resources can be allocated more effectively to drive technological advancements.",high,2007 R&D Funding Reform,De-linking R&D Funding from Regional Policy,False,announced,The need to de-link R&D funding from regional policy was emphasized.,high,False,2,"This reform is significant as it aims to improve the allocation of R&D resources, which is essential for fostering innovation.",medium,The R&D funding programmes should be de-linked from regional policy to enhance their effectiveness and focus on innovation.,The R&D funding programmes should also be clearly de-linked from the regional policy.,16.0,16.0,8.0,keep,keep_rule_based,include,De-linking R&D funding programmes from regional policy enhances their effectiveness and focus on innovation.,K4,,16.0,"cial risks, including erosion of pension rights. The R&D funding programmes should also be clearly de-linked from the regional policy. The tax cr",0.739,ok
NOR_2007_005,NOR,Norway,2007,,,,,,,,,,,innovation,innovation_instruments,,,public,applied,growth_supporting,"By improving the institutional framework for innovation support, the reform aims to stimulate private-sector R&D and enhance overall innovation capacity.",high,Norwegian Innovation Support Framework,RCN Restructuring,False,implemented,The RCN has been operational with its new structure and mandate.,high,True,3,"The restructuring of the RCN represents a significant overhaul of the innovation support system, aiming to enhance collaboration and effectiveness in funding R&D.",high,"The Research Council of Norway (RCN) was restructured to enhance its role in funding and supporting innovation activities, with a clear mandate to cooperate with other institutions like Innovation Norway and SIVA.","The intention of the reforms is that each institution should have clear and distinct mandates, and that they should cooperate with each other to provide a better service to the private sector.",,,8.5,keep,keep_rule_based,include,The restructuring of the Research Council of Norway enhances its role in funding and supporting innovation activities.,K5,,111.0,"rge); and SIVA (Industrial Development Corporation of Norway). The intention of the reforms is that each institution should have clear and distinct mandates, and that they should cooperate with each other to provide a better service to the private sector. The Ministry",0.835,ok
NOR_2007_006,NOR,Norway,2007,2002.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"By reducing the cost of R&D, the Skattefunn scheme encourages firms to invest in innovative activities, potentially leading to increased productivity and economic growth.",high,Norwegian Innovation Support Framework,Skattefunn Tax Credit,False,implemented,The Skattefunn has been operational since its introduction and is popular among businesses.,high,False,2,"The Skattefunn tax credit is a significant tool for stimulating private R&D investment, although it is part of a broader set of innovation policies.",medium,"The Skattefunn tax credit scheme was introduced to incentivize private sector R&D by providing a 20% deduction on R&D costs, significantly lowering the financial burden on firms engaging in innovation.",The Skattefunn provides a 20% deduction of R&D costs up to NOK4million per firm and per year for internal projects.,113.0,113.0,5.0,keep,keep_rule_based,include,The Skattefunn tax credit scheme incentivizes private sector R&D by providing a deduction on R&D costs.,K2,,113.0,ed incentives were scaled back. The Skattefunn provides a 20% deduction of R&D costs up to NOK4million (about €530000) per firm and per year for internal projects and an addit,0.786,ok
NOR_2007_007,NOR,Norway,2007,2003.0,,,,,,,,explicit,high,innovation,knowledge_transfer,,,public,commercialization,growth_supporting,"By enhancing the commercialization of research, the programme aims to translate academic findings into marketable innovations, thereby boosting economic activity.",high,FORNY Programme,,False,implemented,Technology-transfer offices have been set up in Norwegian universities as part of the FORNY programme.,high,False,2,"The establishment of the FORNY programme represents a significant effort to enhance the commercialization of research, which is crucial for fostering innovation in the economy.",medium,"The FORNY umbrella programme was established to facilitate the commercialization of research results from Norwegian universities, providing support for technology-transfer offices and advising on new company startups.","Technology-transfer offices staffed by 10-15 persons have been set up in Norwegian universities as from 2003 (the FORNY umbrella programme, with a 2006 budget of €15 million facilitates this, and other ways of commercialising the results of public research).",119.0,119.0,11.0,keep,keep_rule_based,include,"The reform facilitates the commercialization of research results and supports technology-transfer offices, which aligns with knowledge transfer.",K6,,119.0,"ime-consuming procedures involved, technology-transfer offices staffed by 10-15persons have been set up in Norwegian universities as from2003 (the FORNY umbrella programme, with a2006 budget of €15million facilitates this, and other ways of commercialising the results of public research). Their mission is to facilitate commercialisation of research, and to gi",0.821,ok
NOR_2007_008,NOR,Norway,2007,,,,,,,,,,,innovation,startup_ecosystem,,,public_private,adoption,growth_supporting,"By providing seed capital, the scheme aims to lower the barriers for new firms to enter the market, thereby fostering innovation and economic growth.",high,Nationwide Seed Capital Scheme,,False,announced,"The scheme is not yet operational, reflecting investor resistance to restrictions on follow-on investments.",medium,False,2,"The introduction of the seed capital scheme is a significant step towards addressing funding gaps for start-ups, which is critical for enhancing the entrepreneurial ecosystem.",medium,The Nationwide seed capital scheme was introduced to stimulate private investment in start-ups by providing state incentives and facilitating access to funding for new firms.,A further policy response to this market gap in funding for new firms has been to set up private/public seed capital funds to stimulate investors via state incentives.,119.0,119.0,4.0,keep,keep_rule_based,include,"The Nationwide seed capital scheme stimulates private investment in start-ups, facilitating access to funding for new firms.",K5,,119.0,quite small (Figure5.4). A further policy response to this market gap in funding for new firms has been to set up private/public seed capital funds to stimulate investors via state incentives (and also to encourage commercial develo,0.83,ok
NOR_2007_009,NOR,Norway,2007,,2007.0,explicit,high,,,,,,,innovation,rd_funding,,,public_private,applied,growth_supporting,"Increasing R&D spending is expected to enhance productivity and innovation, which are crucial for sustaining economic growth.",high,Norwegian Innovation Strategy,,False,announced,The current ambitious policy objective is to raise private R&D spending by more than a percentage point of GDP over the next few years.,high,True,3,"This reform represents a significant policy shift aimed at addressing low innovation activity in the private sector, which is critical for long-term economic growth.",high,"Norway aims to raise private R&D spending by more than a percentage point of GDP over the next few years, reflecting a strong political commitment to enhance innovation activity.",The current ambitious policy objective is to raise private R&D spending by more than a percentage point of GDP over the next few years.,,,5.0,keep,keep_rule_based,include,The aim to raise private R&D spending reflects a strong political commitment to enhance innovation activity.,K4,,130.0,"ort for encouraging it, and the current ambitious policy objective is to raise private R&D spending by more than a percentage point of GDP over the next few years. Inducements exist in plenty, an",0.818,ok
NOR_2007_010,NOR,Norway,2007,,,,,,,,,,,innovation,knowledge_transfer,,,public_private,applied,growth_supporting,"By enhancing collaboration between academia and industry, the programme aims to increase innovation and R&D spending, which can lead to higher productivity and economic growth.",high,FORNY Programme,,False,implemented,The programme is facilitating cooperation on research between academia and the business sector.,high,False,2,"The programme represents a significant effort to strengthen public-private research links, which is crucial for enhancing innovation capacity in Norway.",medium,"The FORNY programme provides long-term financing for qualified research and innovation centres, facilitating cooperation between academia and the business sector.",co-operation on research between academia and the business sector is now facilitated by long-term financing of qualified research and innovation centres under the FORNY programme.,131.0,131.0,4.5,keep,keep_rule_based,include,"The FORNY programme facilitates cooperation between academia and the business sector, providing long-term financing for research and innovation centres.",K6,,131.0,institutions that can give information and advice. In addition: co-operation on research between academia and the business sector is now facilitated by long-term financing of qualified research and innovation centres under the FORNY programme; patent,0.83,ok
NOR_2007_011,NOR,Norway,2007,2010.0,,,,,,,,explicit,high,innovation,rd_funding,,,public_private,applied,growth_supporting,"Increasing R&D spending is expected to enhance innovation capacity and productivity, contributing to long-term economic growth.",high,R&D Spending Initiative,,False,announced,The policy intention is to increase R&D spending to 3% of GDP by 2010.,high,True,3,"This ambitious target represents a structural change in Norway's approach to R&D funding, aiming to significantly boost innovation and economic performance.",high,"Norway aims to increase R&D spending to 3% of GDP by 2010, with a target of 2% from the private sector and 1% from the public sector.","the policy intention is to increase R&D spending to 3% of GDP (2% private, 1% public) by 2010.",,,3.0,keep,keep_rule_based,include,"The policy aims to increase R&D spending to 3% of GDP, indicating a direct focus on R&D funding.",K4,,131.0,"y encouraged, as is starting new firms by academics; the policy intention is to increase R&D spending to 3% of GDP (2% private, 1% public) by2010, nearly",0.742,future_impl
NOR_2007_012,NOR,Norway,2007,,,,,,,,,,,innovation,human_capital,,,public,basic,growth_supporting,"By enhancing the quality and quantity of skilled researchers, the initiative is expected to boost innovation capacity and productivity in the long run.",high,Norwegian Centres of Excellence Initiative,,False,announced,Current and recent policy initiatives aim to strengthen the numbers and quality of people in the relevant disciplines.,high,True,3,"This initiative represents a significant structural change in funding high-quality research, which is crucial for enhancing Norway's innovation ecosystem.",high,"The 'Norwegian Centres of Excellence' initiative aims to provide stable funding for high-quality research groups, prioritizing mathematics, science, and technology research, while also increasing the number of PhD and post-doc positions.",The 'Norwegian Centres of Excellence' will secure stable funding for research groups deemed to be of high quality.,,,6.5,keep,keep_rule_based,include,"The initiative aims to provide stable funding for high-quality research groups, prioritizing mathematics, science, and technology research.",K8,,118.0,"nsity of research) outweigh the costs. As noted above, the “Norwegian Centres of Excellence” will secure stable funding for research groups deemed to be of high quality. Math",0.778,ok
NOR_2008_001,NOR,Norway,2008,,,,,,,,,,,innovation,innovation_instruments,,,public,applied,growth_supporting,"The evaluation indicates that the scheme effectively supports innovation and R&D, which contributes positively to economic growth.",high,Skattefunn Evaluation,,False,implemented,"The evaluation has been completed and reported, indicating that the scheme is currently in operation.",high,False,2,"The evaluation provides significant insights into the effectiveness of an existing innovation support scheme, indicating its importance in the innovation landscape.",medium,Statistics Norway’s evaluation of the tax-subsidy scheme (Skattefunn) shows it performs well on support for innovation and R&D additionality compared to similar schemes in other countries.,Statistics Norway’s evaluation of tax-subsidy scheme (Skattefunn) shows it performs well on support for innovation and R&D additionality.,42.0,42.0,7.0,keep,keep_rule_based,include,The evaluation shows it performs well on support for innovation and R&D additionality.,K5,,42.0,effectiveness of Statistics Norway’s evaluation of tax-subsidy scheme (Skattefunn) shows it performs well on support for innovation and R&D additionality compared to similar schemes in other countr,0.814,ok
NOR_2010_002,NOR,Norway,2010,,,,,,,,,,,innovation,research_infrastructure,,,public_private,applied,growth_supporting,"Investing in CCS technology is expected to contribute to environmental sustainability and innovation in energy sectors, supporting economic growth.",high,Carbon Capture Initiative,Mongstad CCS Facility,False,announced,The initiative has been publicly announced but is not yet implemented.,medium,True,3,The establishment of a CCS facility represents a significant investment in research infrastructure aimed at addressing climate change.,high,"The Norwegian government, in collaboration with Statoil, is establishing an experimental carbon capture and storage (CCS) facility at the Mongstad refinery to test different technologies for CO2 separation from post-combustion gases.","The state, together with the Norwegian oil company Statoil, is going to build an experimental complete carbon capture system for the Mongstad refinery.",123.0,123.0,1.0,borderline,escalate_to_llm,include,Establishing an experimental carbon capture and storage facility to test different technologies for CO2 separation.,K3,,123.0,"The state, together with the Norwegian oil company Statoil (of which the government owns 67%), is going to build an experimental complete carbon capture system for the Mongstad refinery. The intention is to inst",0.79,ok
NOR_2012_001,NOR,Norway,2012,2011.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"The revision aims to enhance the effectiveness of the R&D tax credit scheme, encouraging more private sector investment in research and development.",high,R&D Tax Credit Reform,,False,implemented,The regulation was updated and revised as of 2011.,high,False,2,"The reform represents a significant update to an existing instrument, aiming to improve the coherence and effectiveness of R&D funding mechanisms.",medium,"The Ministry of Finance updated and revised the regulation of Skattefunn, the tax credit scheme for research and development, to codify practice and unify it with state aid regulations.","As of 2011, the Ministry of Finance updated and revised the regulation of Skattefunn, the tax credit scheme for research and development.",,,1.5,borderline,escalate_to_llm,include,"The revision of the Skattefunn regulation codifies the tax credit scheme for R&D, directly supporting R&D activities.",K2,,43.0,"support for innovation As of2011, the Ministry of Finance updated and revised the regulation and R&D. of Skattefunn, the tax credit scheme for research and development. The revision implies a codi",0.814,ok
NOR_2014_002,NOR,Norway,2014,2014.0,2014.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"By increasing financial support for R&D, the reform aims to stimulate private sector innovation, which can lead to higher productivity and economic growth.",high,2014 Innovation Support Initiative,Skattefunn R&D Support Increase,False,implemented,The ceiling on R&D spending eligible for the tax credit was substantially increased in the 2014 budget.,high,False,2,"This reform represents a significant adjustment to existing innovation support mechanisms, enhancing the capacity for R&D investment in the private sector.",medium,"The Norwegian government has announced an increase in the ceiling on R&D support through the Skattefunn tax credit scheme, which is designed to incentivize innovation and R&D investment in the private sector.",The ceiling on R&D spending that is eligible for the tax credit was substantially increased in the 2014 budget.,,,6.0,keep,keep_rule_based,include,The increase in the ceiling on R&D support through the Skattefunn tax credit scheme incentivizes innovation and R&D investment.,K2,,30.0,"e.However,for each company there is a ceiling on R&D spending that is eligible for the tax credit (this ceilingwassubstantiallyincreasedinthe2014budget,afterseveralyearswi",0.738,ok
NOR_2014_004,NOR,Norway,2014,,,,,,,,,,,innovation,knowledge_transfer,,,public_private,commercialization,growth_supporting,Strengthening TTOs is expected to facilitate the commercialization of research and enhance university-industry partnerships.,high,University Collaboration Initiative,,False,announced,The recommendation to develop TTOs has been made to enhance university collaboration.,high,False,2,"This reform aims to improve the transfer of knowledge from academia to industry, which is vital for innovation.",medium,Norway is advised to encourage universities to further develop Technology Transfer Offices (TTOs) to enhance collaboration between universities and the private sector.,"Encourage universities to further develop Technology Transfer Offices (TTOs), including collaboration between universities.",110.0,110.0,7.0,keep,keep_rule_based,include,Encouraging universities to develop Technology Transfer Offices enhances collaboration between universities and the private sector.,K6,,33.0,"ceinthenationalskills strategy. ● EncourageuniversitiestofurtherdevelopTechnologyTransferOffices(TTOs),including collaborationbetweenuniversities. ● Considerfurtherreductionsintheweal",0.732,ok
NOR_2014_005,NOR,Norway,2014,,2014.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,applied,growth_supporting,"By fostering a competitive environment for innovation, the policy is expected to enhance productivity and stimulate economic growth.",high,2014 Innovation Support Strategy,Competitive Innovation Support,False,announced,The recommendation to continue the competitive-bid based approach was made in the OECD Economic Survey.,high,False,2,"This reform represents a significant shift in how innovation support is allocated, moving towards a more competitive framework that could enhance the effectiveness of public funding.",medium,"Norway aims to continue supporting innovation through a competitive-bid based approach rather than automatic support, focusing on improving framework conditions and information flows for clusters.",Continue to base innovation support on a competitive-bid based approach rather than automatic support.,13.0,13.0,4.0,keep,keep_rule_based,include,"The focus is on supporting innovation through a competitive-bid based approach, which relates to innovation instruments.",K5,,13.0,lchallengesduetoageing. Promotingentrepreneurship ● Continue to base innovation support on a competitive-bid based approach rather than automatic support. Continu,0.773,ok
NOR_2014_007,NOR,Norway,2014,2013.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,public,commercialization,growth_supporting,"Increases access to finance for new ventures, facilitating their establishment and growth, which can enhance overall economic productivity.",high,2013 Start-up Grant Initiative,,False,implemented,The funding for the start-up grant scheme was strengthened in 2013.,high,False,2,"The strengthening of the start-up grant scheme represents a significant enhancement of support for new businesses, which is crucial for fostering entrepreneurship in Norway.",medium,The start-up grant scheme run through Innovation Norway received strengthened funding in 2013 to support new businesses.,"The one public scheme that aims directly at finance for entrepreneurship is therefore focused on start-ups through a start-up grant scheme, run through Innovation Norway, whose funding was strengthened in 2013.",101.0,101.0,6.0,keep,keep_rule_based,include,"The start-up grant scheme aims directly at finance for entrepreneurship, supporting new businesses.",K5,,101.0,"gsystem,itisunlikelythattheinfrastructureoffinancingforentrepreneurshipisa problem.The one public scheme that aims directly at finance for entrepreneurship is therefore focused on start-ups through a start-up grant scheme, run through Innovation Norway, whose funding was strengthened in 2013.",0.833,ok
NOR_2014_009,NOR,Norway,2014,2003.0,2002.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"By incentivizing R&D spending, the scheme enhances innovation capacity and productivity in the private sector.",high,Skattefunn Tax Credit Scheme,,False,implemented,The tax credit scheme has been operational since its introduction and expanded in 2003.,high,True,3,"The Skattefunn scheme represents a significant structural change in R&D funding, providing substantial financial incentives for innovation across all sectors.",high,"The Skattefunn tax credit scheme, introduced in 2002 and expanded in 2003, allows firms to claim tax credits for R&D expenditures, significantly increasing support for R&D activities across all firms in Norway.",The tax credits scheme Skattefunn is the biggest individual support programme for R&D.,,,9.0,keep,keep_rule_based,include,"The Skattefunn tax credit scheme allows firms to claim tax credits for R&D expenditures, directly supporting R&D activities.",K2,,106.0,"tefunn Introducedin2002forSMEsandexpandedtoallfirmsin2003,thetaxcreditschemeSkattefunnisthe biggestindividualsupportprogrammeforR&D.Uptoaceilingof",0.638,ok
NOR_2014_010,NOR,Norway,2014,,,,,,,,,,,innovation,rd_funding,,,public_private,applied,growth_supporting,"By funding competitive R&D projects, the BIA fosters innovation and collaboration between public and private sectors, enhancing overall productivity.",high,Project-Based Innovation Arena,,False,implemented,The project-based innovation arena is currently operational and supports various R&D initiatives.,high,False,2,"The BIA represents a significant funding mechanism for R&D, promoting innovation through competitive project selection.",medium,"The project-based innovation arena (BIA) is the largest support programme for R&D grants in Norway, focusing on competitive project selection to enhance R&D and innovation across various industries.",The project-based innovation arena (BIA) is the biggest support programme for R&D grants.,,,8.0,keep,keep_rule_based,include,The project-based innovation arena (BIA) is the largest support programme for R&D grants.,K4,,106.0,"ssindustriesandfirms.Theproject-basedinnovationarena(Brukerstyrtinnovasjonsarena, BIA) is the biggest support programme for R&D grants and operated b",0.706,ok
NOR_2014_011,NOR,Norway,2014,,,,,,,,,,,innovation,startup_ecosystem,,,public_private,commercialization,growth_supporting,"By facilitating access to funding for start-ups, Innovation Norway enhances the entrepreneurial ecosystem and promotes innovation-driven growth.",high,Innovation Norway Support,,False,announced,The government has announced a substantial reduction in such activities from 2014.,medium,False,2,"While the support provided is significant, the announced reduction indicates a shift in focus that may impact the startup ecosystem.",medium,"Innovation Norway provides industrial support for private-sector innovation, particularly for start-ups, through grants, loans, and seed capital, although it has announced a reduction in such activities.","Innovation Norway provides industrial support for issues not covered by the RCN’s mandate, including national and regional goals.",,,5.0,keep,keep_rule_based,include,"Innovation Norway provides industrial support for private-sector innovation, particularly for start-ups.",K5,,106.0,"istry of Local Government and Regional Development, provides industrial support for issues not covered by the RCN’s mandate,includingnationalandregionalgoals.Itencouragesprivate-sectorinnov",0.73,ok
NOR_2016_001,NOR,Norway,2016,2016.0,2016.0,explicit,high,,,,,inferred,medium,innovation,knowledge_transfer,,,public,commercialization,growth_supporting,"Enhancing technology transfer can lead to increased commercialization of research, fostering innovation and economic growth.",high,Technology Transfer Evaluation,Evaluation of Technology Transfer Offices,True,announced,The reform has been officially announced but not yet implemented.,high,False,1,This reform is an evaluation rather than a direct funding or structural change.,medium,The government has launched an evaluation of technology transfer offices to assess whether they require more powers to identify and encourage academic research with commercial potential.,"The government has launched an evaluation of policy promoting university-business linkages, including assessing whether technology transfer offices require more powers.",33.0,33.0,9.5,keep,keep_rule_based,include,"The evaluation of technology transfer offices aims to encourage academic research with commercial potential, linking university and business.",K6,,51.0,"oachforresearchgrantsratherthan Thegovernmenthaslaunchedanevaluationofpolicypromotinguniversity- automaticsupport.Continuedfocusinpolicyforclustersonimproving businesslinkages,includingassessmentofwhethertechnologytransferoffices frame",0.665,ok
NOR_2016_002,NOR,Norway,2016,2019.0,2016.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public_private,applied,growth_supporting,"Increasing R&D funding and incentivizing performance can enhance innovation capacity and improve educational outcomes, contributing to economic growth.",high,R&D Funding Enhancement,Skattefunn and Performance Agreements,True,implemented,The funding mechanisms have been put into practice.,high,True,3,This reform represents a significant change in the funding structure for R&D and education.,high,"The government has increased support for research and development through the core programme, Skattefunn, which utilizes competitive tenders for distributing R&D support, and plans to introduce a funding mechanism based on multi-year performance agreements with higher education institutions to incentivize differentiation and quality improvement in education and research.",The government is particularly supportive of a system of multi-year performance agreements and will have a dialogue with the higher education institutions on the design of such agreements.,,,12.0,keep,keep_rule_based,include,The increase in support for R&D through the core programme and Skattefunn aims to incentivize differentiation and quality improvement in research.,K2,,80.0,"on on the report, have been examined by the government.The government is particularlysupportiveofasystemofmulti-yearperformanceagreementsandwillhavea dialogue with the higher education institutions on the design of such agreements. It willretain the two main comp",0.78,future_impl
NOR_2018_001,NOR,Norway,2018,,,,,,,,,,,innovation,innovation_instruments,,,private,applied,growth_supporting,"The programme enhances R&D activity among innovative firms, thereby fostering productivity and economic growth.",high,2018 Innovation Support Framework,SkatteFUNN Tax-Break Programme,False,implemented,The programme is described as the backbone of Norway's support for business innovation.,high,True,3,The SkatteFUNN programme is a significant structural reform that underpins the innovation ecosystem by providing essential financial support to businesses engaged in R&D.,high,"Norway's tax-break programme, SkatteFUNN, serves as the primary support mechanism for business innovation, particularly benefiting early-stage innovative enterprises through refundable tax credits.",A tax-break programme (SkatteFUNN) forms the backbone of Norway’s support for business innovation.,41.0,41.0,8.0,keep,keep_rule_based,include,The tax-break programme (SkatteFUNN) serves as the primary support mechanism for business innovation.,K5,,41.0,hinstitutesand thehighereducationsector. A tax-break programme (SkatteFUNN) forms the backbone of Norway’s support for business innovation.The programme has s,0.766,ok
NOR_2018_002,NOR,Norway,2018,2018.0,2018.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"Increased funding for innovative firms is expected to enhance R&D activities, leading to higher productivity and economic growth.",high,2018 Innovation Support Initiative,Core Programme Support,True,announced,The government has proposed increasing support for innovative firms.,high,False,2,"This reform represents a significant enhancement of existing funding mechanisms aimed at fostering innovation among firms, which is crucial for economic competitiveness.",medium,"The government has proposed increasing support for innovative firms through the core programme and continued use of a competitive-bid approach for research grants, promoting SkatteFUNN.","The 2015 Budget proposed increasing support via the core programme, continued use of a competitive-bid approach for research grants, and promoting SkatteFUNN.",,,9.5,keep,keep_rule_based,include,The proposal to increase support for innovative firms through research grants promotes R&D investment.,K2,,43.0,"nessactivity Addressinnovationandtechnologyissues,includingthrough: The2015Budgetproposedincreasingsupportviathecoreprogramme, ●Continueduseofacompetitive-bidapproachforresearchgrantsandpromoting SkatteFUNN. frameworkcond",0.728,ok
NOR_2018_003,NOR,Norway,2018,,2018.0,explicit,high,,,,,,,innovation,knowledge_transfer,,,public_private,commercialization,growth_supporting,Enhancing university-business collaboration can lead to increased innovation and commercialization of research outputs.,high,2018 University-Business Linkage Evaluation,Technology Transfer Office Assessment,True,announced,The government has launched an evaluation of policies promoting university-business linkages.,high,False,2,"This evaluation is significant as it aims to strengthen the mechanisms for technology transfer, which is crucial for enhancing innovation capacity.",medium,"The government has launched an evaluation of policies promoting university-business linkages, including an assessment of whether technology transfer offices require more powers.","The government has launched an evaluation of policy promoting university-business linkages, including assessment of whether technology transfer offices require more powers.",,,7.0,keep,keep_rule_based,include,The evaluation of policies promoting university-business linkages relates to enhancing knowledge transfer.,K6,,43.0,"ers Thegovernmenthaslaunchedanevaluationofpolicypromoting ●PromotionofentrepreneurialskillssuchasprojectplanningandSTEMskills university-businesslinkages,includingassessmentofwhethertechnology ●EncouragingTechnologyTransferOfficesinuniversi",0.684,ok
NOR_2018_004,NOR,Norway,2018,,,,,,,,,,,innovation,innovation_instruments,,,private,applied,growth_supporting,"The tax credit incentivizes R&D investment by reducing the financial burden on firms, thereby promoting innovation and economic growth.",high,SkatteFUNN Tax Credit Programme,,False,implemented,The tax credit is actively utilized by SMEs and larger enterprises in Norway.,high,True,3,"The SkatteFUNN tax credit represents a significant structural change in how R&D is funded in Norway, encouraging a broader base of firms to engage in innovative activities.",high,"Norway has implemented the SkatteFUNN tax credit, which allows SMEs to claim 20% of R&D-related costs and larger enterprises to claim 18%, with the possibility of a tax refund if the credit exceeds the firm's total tax liability.",SkatteFUNN is a tax credit; 20% of R&D-related costs for SMEs and 18% for larger enterprises.,,,3.0,keep,keep_rule_based,include,"The SkatteFUNN tax credit allows SMEs to claim 20% of R&D-related costs, directly supporting R&D funding.",K2,,82.0,novation-relatedexpenditure(SkatteFUNN). SkattteFUNNisataxcredit;20%ofR&D-relatedcostsforSMEs and18%forlargerenterprises(withceilingsonthesizeofthecredit,0.642,ok
NOR_2018_005,NOR,Norway,2018,,,,,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,"These grants facilitate applied research that can lead to innovations and improvements in various sectors, thus contributing to economic growth.",high,Research Council Grant Programmes,,False,implemented,The Research Council actively administers these grant programmes.,high,False,2,"The grant programmes are significant in scale and scope, providing essential funding for thematic research that aligns with national priorities.",medium,The Research Council of Norway runs large-scale grant programmes that provide competitive thematic research grants to support various research initiatives.,Grant programmes run by the Research Council of Norway include competitive thematic research grant programmes.,,,10.5,keep,keep_rule_based,include,The Research Council of Norway runs large-scale grant programmes that provide competitive thematic research grants to support various research initiatives.,K4,,80.0,"e number of programmes, which are managed by the Research Council of Norway and Innovation Norway. Reportedly, there is substantial overlap between some of these programm",0.564,ok
